,event_name,event_date,details,wad,wwcd,wlcd,wswd,wkowd,wrd,wlrd,wtsd,wssd,wsdd,wspd,wcpd,wgpd,wttdd,wstdd,wtddd,wssubd,wspassd,wssweepd,winner_lable,finghter1wins,fighter2wins,winner,looser,fighter1,fighter2,fighter_name,result,end_round,finish_method,fighter1_str,fighter2_str,fighter1_td,fighter2_td,fighter1_sub,fighter2_sub,fighter1_pass,fighter2_pass
8642,UFC® 71,2007-05-26 00:00:00,LIDDELL vs JACKSON,-8,0,0,0,0,76,0,-300,-26,-0.02,-0.16,0.32,-0.15,14,1,-0.07,0,9,-1,1,1,0,Rampage Jackson,Chuck Liddell,Rampage Jackson,Chuck Liddell,Chuck Liddell,Loss,R1,KO/TKO,6,4,0,0,0,0,0,0
6909,UFC® 123,2010-11-20 00:00:00,RAMPAGE vs MACHIDA,0,0,0,-2,-3,2,-42,-198,-202,-0.07,-0.12,0.2,-0.16,-2,-8,-0.02,-8,-31,-2,1,1,0,Rampage Jackson,Lyoto Machida,Rampage Jackson,Lyoto Machida,Lyoto Machida,Loss,R3,Decision - Split,16,33,1,1,0,1,0,3
6265,UFC® 137,2011-10-29 00:00:00,Penn vs. Diaz,-2,0,0,0,4,74,0,308,165,0.26,0.13,-0.18,0.05,48,30,0.19,4,21,0,1,1,0,Ramsey Nijem,Dan Downes,Ramsey Nijem,Dan Downes,Dan Downes,Loss,R3,Decision - Unanimous,59,6,8,0,4,0,7,0
4923,UFC,2013-08-17 00:00:00,Shogun vs. Sonnen Live on SN 360:Live from Boston,-1,-13,-2,-6,0,-2,-43,-442,-137,0,-0.35,0.15,0.31,42,28,-0.01,1,22,-1,2,0,1,James Vick,Ramsey Nijem,Ramsey Nijem,James Vick,James Vick,Win,R1,Submission,0,0,1,0,0,1,0,0
5138,UFC on FOX 7 Live from San Jose,2013-04-20 00:00:00,Henderson vs. Melendez,0,-17,-3,-2,-2,1,-42,-43,7,-0.08,-0.03,0.15,-0.07,19,14,0.06,4,11,-2,2,0,1,Myles Jury,Ramsey Nijem,Ramsey Nijem,Myles Jury,Myles Jury,Win,R2,KO/TKO,6,5,1,2,0,0,2,1
4394,UFC Fight Night Nogueira vs. Nelson,2014-04-11 00:00:00,UFC Fight Pass,1,-15,-4,-6,2,2,-40,-495,-260,0.02,-0.06,-0.05,0.11,5,17,-0.24,-1,-2,1,1,1,0,Ramsey Nijem,Beneil Dariush,Ramsey Nijem,Beneil Dariush,Ramsey Nijem,Win,R1,KO/TKO,34,9,1,0,1,0,4,0
3954,UFC 177 Dillashaw vs. Soto,2014-08-30 00:00:00,Live on Pay-Per-View,-3,-13,-2,-2,0,0,-40,148,91,0.09,-0.15,0.04,0.12,39,29,-0.07,3,18,-1,2,0,1,Diego Ferreira,Ramsey Nijem,Ramsey Nijem,Diego Ferreira,Ramsey Nijem,Loss,R2,KO/TKO,18,25,2,0,0,2,1,0
6566,The Ultimate Fighter®,2011-06-04 00:00:00,Team Lesnar vs. Team Dos Santos Finale,-4,-26,-3,-12,-2,-2,-40,-1284,-574,-0.01,-0.35,0.15,0.31,34,24,-0.21,-9,20,-1,2,0,1,Tony Ferguson,Ramsey Nijem,Ramsey Nijem,Tony Ferguson,Tony Ferguson,Title,R1,KO/TKO,12,21,0,2,0,0,0,1
5467,UFC®,2012-12-08 00:00:00,Henderson vs. Diaz,-3,-11,-5,-2,0,2,-39,-27,36,0.03,-0.28,0.01,0.31,48,30,-0.14,-2,24,1,1,1,0,Ramsey Nijem,Joe Proctor,Ramsey Nijem,Joe Proctor,Ramsey Nijem,Win,R3,Decision - Unanimous,49,21,5,0,0,4,2,1
3057,UFC Fight Night Dillashaw vs. Barao 2,2015-07-25 00:00:00,Live on CTV TWO,-2,-12,-2,0,4,4,-40,423,180,0.09,0.05,-0.2,0.14,37,28,0.46,1,24,0,2,0,1,Andrew Holbrook,Ramsey Nijem,Ramsey Nijem,Andrew Holbrook,Andrew Holbrook,Win,R3,Decision - Split,29,20,6,0,0,2,5,0
5764,UFC on FX,2012-06-22 00:00:00,Maynard vs. Guida,-2,0,0,0,4,74,0,565,250,0.13,0.16,-0.1,-0.07,47,30,-0.07,6,23,0,1,1,0,Ramsey Nijem,C.J. Keith,Ramsey Nijem,C.J. Keith,Ramsey Nijem,Win,R1,KO/TKO,5,5,1,0,0,0,1,2
4585,UFC Fight Night Live on Sportsnet 360,2014-01-15 00:00:00,Rockhold vs. Philippou,-5,0,0,-2,4,4,0,90,51,0.12,-0.01,-0.21,0.31,7,19,0.29,1,18,1,1,1,0,Ramsey Nijem,Justin  Edwards,Ramsey Nijem,Justin  Edwards,Ramsey Nijem,Win,R3,Decision - Unanimous,46,25,5,0,1,1,3,0
2139,UFC 202 Diaz vs McGregor 2,2016-08-20 00:00:00,Live on Pay-Per-View,2,0,2,-2,-2,-4,39,-417,-131,0.09,-0.09,0.02,0.07,46,12,0.3,-2,18,2,2,0,1,Cortney Casey,Randa Markos,Randa Markos,Cortney Casey,Randa Markos,Loss,R1,Submission,4,21,1,0,0,1,1,1
3336,UFC 186 Johnson vs. Horiguchi,2015-04-25 00:00:00,Live on Pay-Per-View,3,8,7,-2,0,-1,2,794,305,0.06,0.47,-0.11,-0.36,44,10,0.21,0,17,4,1,1,0,Randa Markos,Aisling Daly,Randa Markos,Aisling Daly,Aisling Daly,Loss,R3,Decision - Unanimous,18,27,2,2,1,1,4,1
702,UFC Fight Night Jacare vs Brunson 2,2018-01-27 00:00:00,Live on CTV TWO,-3,-1,2,0,0,-2,0,568,221,0.06,0.19,-0.19,0,21,4,-0.17,2,19,1,1,1,0,Randa Markos,Juliana Lima,Randa Markos,Juliana Lima,Randa Markos,Win,R3,Decision - Unanimous,46,18,2,1,0,0,6,1
1179,UFC Fight Night Pettis vs Moreno,2017-08-05 00:00:00,Live on TSN 5,8,-2,5,0,0,-3,2,485,192,-0.06,-0.11,-0.05,0.21,54,14,-0.1,1,23,3,2,0,1,Alexa Grasso,Randa Markos,Randa Markos,Alexa Grasso,Alexa Grasso,Win,R3,Decision - Split,45,64,4,0,0,0,5,1
218,UFC Fight Night Alvarez vs Poirier,2018-07-28 00:00:00,Live on CTV TWO,1,-1,2,-2,0,-1,0,240,52,0.07,-0.19,0.16,0.21,51,13,-0.27,-2,16,3,2,0,1,Nina Ansaroff,Randa Markos,Randa Markos,Nina Ansaroff,Randa Markos,Loss,R3,Decision - Unanimous,23,49,1,0,0,0,1,1
2465,UFC Fight Night Teixeira vs. Evans,2016-04-16 00:00:00,Live on CTV TWO,1,10,3,0,2,7,6,404,171,-0.04,0.15,0.03,-0.19,-11,-7,0.1,2,-7,0,2,0,1,Michael Graves,Randy Brown,Randy Brown,Michael Graves,Randy Brown,Loss,R2,Submission,10,11,0,2,1,1,0,2
270,UFC Fight Night Dos Santos vs Ivanov,2018-07-14 00:00:00,Live on TSN 2,-1,-2,1,-2,-2,2,3,144,114,-0.01,-0.16,0.11,0.04,-2,1,0.02,-2,-2,-1,2,0,1,Niko Price,Randy Brown,Randy Brown,Niko Price,Randy Brown,Loss,R2,KO/TKO,13,12,1,1,0,0,1,0
1662,"UFC 208 Brooklyn, NY",2017-02-11 00:00:00,Live on Pay-Per-View,-2,-4,1,2,0,6,5,-480,-202,-0.05,-0.36,0.24,0.24,-26,-10,-0.13,2,-8,1,2,0,1,Belal Muhammad,Randy Brown,Randy Brown,Belal Muhammad,Randy Brown,Loss,R3,Decision - Unanimous,52,71,0,2,0,0,0,2
1804,UFC Fight Night Lewis vs Abdurakhimov,2016-12-09 00:00:00,Live on Fight Network and UFC FIGHT PASS,1,3,-2,2,2,0,4,245,153,0,-0.47,0.24,0.24,9,5,0.77,2,4,1,1,1,0,Randy Brown,Brian Camozzi,Randy Brown,Brian Camozzi,Brian Camozzi,Loss,R2,KO/TKO,42,11,1,0,0,1,0,0
956,UFC 217 Bisping vs St-Pierre,2017-11-04 00:00:00,Live on Pay-Per-View,2,5,2,-6,2,4,4,419,180,0.12,0.27,0.24,-0.5,6,1,0.27,-6,-9,0,1,1,0,Randy Brown,Mickey Gall,Randy Brown,Mickey Gall,Mickey Gall,Loss,R3,Decision - Unanimous,41,7,1,0,0,2,2,4
7446,UFC® 109,2010-02-06 00:00:00,RELENTLESS,2,0,0,1,1,75,0,1095,647,0.19,-0.12,0.17,-0.05,80,36,0.08,8,30,2,1,1,0,Randy Couture,Mark Coleman,Randy Couture,Mark Coleman,Mark Coleman,Loss,R2,Submission,44,10,1,0,1,0,2,0
8557,UFC® 74,2007-08-25 00:00:00,RESPECT,16,0,0,0,-2,-1,-42,571,415,0.02,-0.24,0.15,0.09,35,22,-0.09,-3,1,2,1,1,0,Randy Couture,Gabriel Gonzaga,Randy Couture,Gabriel Gonzaga,Gabriel Gonzaga,Loss,R3,KO/TKO,63,11,3,0,0,1,1,0
9386,UFC® 43,2003-06-06 00:00:00,Meltdown,7,0,0,6,-5,75,0,-265,168,0.02,-0.46,0.3,0.26,92,41,-0.23,8,34,1,1,1,0,Randy Couture,Chuck Liddell,Randy Couture,Chuck Liddell,Chuck Liddell,Loss,R3,KO/TKO,46,22,4,0,1,0,3,0
9245,UFC® 49,2004-08-21 00:00:00,Unfinished Business,14,-26,-14,2,-13,1,-41,713,475,0.08,-0.2,0.08,0.12,94,43,0.04,3,30,1,1,1,0,Randy Couture,Vitor Belfort,Randy Couture,Vitor Belfort,Randy Couture,Title,R3,TKO - Doctor's Stoppage,50,3,2,0,0,2,1,0
9617,UFC® 15,1997-10-17 00:00:00,Collision Course,14,-26,-14,2,-13,1,-41,713,475,0.08,-0.2,0.08,0.12,94,43,0.04,3,30,1,1,1,0,Randy Couture,Vitor Belfort,Randy Couture,Vitor Belfort,Randy Couture,Win,R1,KO/TKO,34,6,1,0,1,0,2,0
4961,UFC 163 Live on Pay-Per-View,2013-08-03 00:00:00,Aldo vs. Korean Zombie,-3,26,9,18,0,-1,37,732,264,0,0.24,-0.42,0.08,120,40,-0.52,32,53,6,1,1,0,Rani Yahya,Josh  Clopton,Rani Yahya,Josh  Clopton,Josh  Clopton,Loss,R3,Decision - Unanimous,14,5,2,0,1,0,6,0
147,UFC Fight Night Gaethje vs Vick,2018-08-25 00:00:00,Live on TSN 5,2,13,6,16,-1,0,1,414,108,-0.06,0.14,0,-0.14,123,43,-0.47,31,53,6,1,1,0,Rani Yahya,Luke Sanders,Rani Yahya,Luke Sanders,Rani Yahya,Win,R1,Submission,4,2,0,0,2,0,0,0
7901,WEC 40,2009-04-05 00:00:00,Torres vs. Mizugaki,0,3,-4,18,-14,-2,1,-1532,-343,-0.21,-0.2,0,0.25,114,40,-0.63,30,50,6,1,1,0,Rani Yahya,Eddie Wineland,Rani Yahya,Eddie Wineland,Rani Yahya,Win,R1,Submission,3,1,1,0,1,0,1,0
8627,WEC 28,2007-06-03 00:00:00,Faber vs. Farrar,-2,26,9,13,-4,67,37,-257,-149,-0.2,-0.17,0,0.13,123,42,-0.48,29,52,5,1,1,0,Rani Yahya,Mark Hominick,Rani Yahya,Mark Hominick,Rani Yahya,Win,R1,Submission,0,3,1,0,1,0,1,0
605,UFC Fight Night Emmett vs Stephens,2018-02-24 00:00:00,Live on CTV TWO,2,11,1,16,-2,-3,0,472,175,-0.04,0.17,-0.18,-0.08,102,33,-0.3,28,41,2,1,1,0,Rani Yahya,Russell Doane,Rani Yahya,Russell Doane,Russell Doane,Loss,R3,Submission,17,2,2,1,2,0,5,1
3094,UFC Fight Night Mir vs. Duffee,2015-07-15 00:00:00,TSN 4/5,-1,26,9,18,0,0,-3,677,241,-0.13,0.01,-0.17,0.07,120,40,-0.41,29,49,5,1,1,0,Rani Yahya,Masanori Kanehara,Rani Yahya,Masanori Kanehara,Masanori Kanehara,Loss,R3,Decision - Split,24,24,4,0,2,0,0,0
6778,UFC® Fight Night™,2011-01-22 00:00:00,Fight for the Troops 2,-9,26,9,14,-3,-3,37,7,-47,-0.11,0.35,-0.35,-0.08,61,18,-0.44,27,31,6,1,1,0,Rani Yahya,Mike Brown,Rani Yahya,Mike Brown,Mike Brown,Loss,R3,Decision - Unanimous,40,15,3,1,2,0,4,0
1597,UFC Fight Night Belfort vs Gastelum,2017-03-11 00:00:00,Live on TSN 5,3,8,2,14,0,2,1,237,74,-0.17,-0.23,0,0.25,107,40,-0.47,23,44,6,2,0,1,Joe Soto,Rani Yahya,Rani Yahya,Joe Soto,Joe Soto,Win,R3,Decision - Unanimous,59,54,1,1,0,2,1,6
3921,UFC Fight Night Bigfoot vs. Arlovski,2014-09-13 00:00:00,UFC FIGHT PASS,-1,26,9,18,-4,67,37,439,126,-0.13,0.24,-0.17,-0.16,118,39,-0.4,32,40,5,1,1,0,Rani Yahya,Johnny Bedford,Rani Yahya,Johnny Bedford,Rani Yahya,Win,R2,Submission,13,9,3,0,2,0,3,3
2217,UFC Fight Night McDonald vs Lineker,2016-07-13 00:00:00,Live on TSN 2,3,16,5,18,-2,-2,-1,533,169,-0.07,0.07,0,-0.13,107,33,-0.41,27,48,4,1,1,0,Rani Yahya,Matthew Lopez,Rani Yahya,Matthew Lopez,Rani Yahya,Win,R3,Submission,40,14,3,1,1,2,5,0
4675,TUF 18 Finale Live on Sportsnet 360,2013-11-30 00:00:00,Maynard vs. Diaz,-2,26,9,18,0,-2,37,701,254,-0.08,-0.01,0,0.01,113,38,-0.1,31,47,5,2,0,1,Tom Niinimaki,Rani Yahya,Rani Yahya,Tom Niinimaki,Tom Niinimaki,Win,R3,Decision - Split,15,17,2,4,4,0,2,5
7192,WEC 49,2010-06-20 00:00:00,Varner vs. Shalorus,1,27,5,2,4,66,38,934,348,0.13,0.19,-0.26,-0.13,32,9,0.15,-1,10,1,2,0,1,Diego Nunes,Raphael Assuncao,Raphael Assuncao,Diego Nunes,Diego Nunes,Win,R3,Decision - Split,34,37,2,0,0,0,0,0
3825,UFC Fight Night MacDonald vs. Saffiedine,2014-10-04 00:00:00,Sportsnet 360,2,6,-4,-7,4,-2,-1,976,463,0.16,-0.05,-0.11,0,-27,-1,-0.01,-1,-15,0,1,1,0,Raphael Assuncao,Bryan Caraway,Raphael Assuncao,Bryan Caraway,Raphael Assuncao,Win,R3,Decision - Unanimous,75,39,2,2,0,0,0,0
287,UFC 226 Miocic vs Cormier,2018-07-07 00:00:00,Live on Pay-Per-View,5,12,1,0,-4,-5,0,1215,505,0.07,0.01,-0.14,0,44,17,0.55,1,13,1,1,1,0,Raphael Assuncao,Rob Font,Raphael Assuncao,Rob Font,Rob Font,Loss,R3,Decision - Unanimous,54,20,2,0,0,0,4,0
7650,WEC 43,2009-10-10 00:00:00,Cerrone vs. Henderson,-3,27,5,2,4,-2,38,922,369,0.08,-0.03,0,-0.11,31,4,-0.02,4,2,-3,1,1,0,Raphael Assuncao,Yves Jabouin,Raphael Assuncao,Yves Jabouin,Yves Jabouin,Loss,R3,Decision - Split,35,26,1,1,1,0,1,0
1688,UFC Fight Night Shevchenko vs Pena,2017-01-28 00:00:00,Live on TSN 5,7,12,2,-4,2,-5,-1,905,270,0.02,0.28,-0.21,-0.27,4,1,0.28,-4,-2,0,1,1,0,Raphael Assuncao,Aljamain Sterling,Raphael Assuncao,Aljamain Sterling,Aljamain Sterling,Loss,R3,Decision - Split,39,52,0,0,0,0,0,0
4824,UFC Fight Night Live on Sportsnet,2013-10-09 00:00:00,Maia vs. Shields,4,10,2,0,-10,-1,0,-474,-208,0.05,0.09,0,-0.19,5,1,-0.06,-7,-12,1,1,1,0,Raphael Assuncao,TJ Dillashaw,Raphael Assuncao,TJ Dillashaw,Raphael Assuncao,Win,R3,Decision - Split,32,29,0,2,1,3,0,1
933,UFC Fight Night Poirier vs Pettis,2017-11-11 00:00:00,Live on TSN 5,5,17,1,2,2,-3,0,1687,653,0.14,0.21,0,-0.38,42,11,0.16,0,10,-1,1,1,0,Raphael Assuncao,Matthew Lopez,Raphael Assuncao,Matthew Lopez,Raphael Assuncao,Win,R3,KO/TKO,46,34,0,1,0,0,0,0
4490,UFC 170 Rousey vs. McMann,2014-02-22 00:00:00,Live on Pay-Per-View,4,11,2,-4,2,2,2,913,358,0.12,-0.05,0,0,29,15,0.09,-3,10,0,1,1,0,Raphael Assuncao,Pedro Munhoz,Raphael Assuncao,Pedro Munhoz,Raphael Assuncao,Win,R3,Decision - Unanimous,100,33,3,0,0,1,1,0
5059,UFC on FUEL TV 10 Live from Brazil,2013-06-08 00:00:00,Nogueira vs. Werdum,0,27,5,0,4,0,38,1415,538,0.01,0.01,-0.16,0,49,18,0.08,0,14,1,1,1,0,Raphael Assuncao,Vaughan Lee,Raphael Assuncao,Vaughan Lee,Raphael Assuncao,Win,R2,Submission,17,14,3,0,1,0,5,0
1420,UFC 212 Aldo vs Holloway,2017-06-03 00:00:00,Live on Pay-Per-View,6,6,0,2,0,-1,1,1657,693,0.06,-0.13,0,0,57,21,0.2,4,16,1,1,1,0,Raphael Assuncao,Marlon Moraes,Raphael Assuncao,Marlon Moraes,Marlon Moraes,Loss,R3,Decision - Split,43,44,0,0,0,0,0,0
5464,UFC®,2012-12-08 00:00:00,Henderson vs. Diaz,2,27,5,2,2,-4,38,1014,445,0.09,0.06,-0.23,0,39,17,0.13,5,10,0,1,1,0,Raphael Assuncao,Mike Easton,Raphael Assuncao,Mike Easton,Raphael Assuncao,Win,R3,Decision - Unanimous,57,30,0,0,0,0,0,0
6395,UFC® RIO Live on Pay-Per-View,2011-08-27 00:00:00,Silva vs. Okami,-4,-1,-7,2,0,-5,0,1506,623,0.07,-0.1,0,0,57,22,0.17,3,16,1,1,1,0,Raphael Assuncao,Johnny Eduardo,Raphael Assuncao,Johnny Eduardo,Raphael Assuncao,Win,R3,Decision - Unanimous,53,28,3,0,0,1,1,0
3478,UFC 184 Rousey vs. Zingano,2015-02-28 00:00:00,Live on Pay-Per-View,-7,-3,4,4,-4,-2,-1,-300,34,0.05,-0.25,0.2,0,20,5,-0.13,8,-2,0,2,0,1,Holly Holm,Raquel Pennington,Raquel Pennington,Holly Holm,Raquel Pennington,Loss,R3,Decision - Split,40,44,0,0,0,0,0,0
4423,UFC 171 Hendricks vs. Lawler,2014-03-15 00:00:00,Live on Pay-Per-View,3,-11,2,0,-4,5,5,-950,-533,0.11,-0.02,0.1,-0.18,-17,-22,-0.1,4,-27,-1,2,0,1,Jessica Andrade,Raquel Pennington,Raquel Pennington,Jessica Andrade,Jessica Andrade,Win,R3,Decision - Split,82,66,2,3,2,0,0,3
3695,UFC 181 Hendricks vs. Lawler II,2014-12-06 00:00:00,Live on Pay-Per-View,-1,3,5,4,-2,0,-2,154,161,0.02,-0.06,0.07,-0.11,21,6,-0.02,9,2,0,1,1,0,Raquel Pennington,Ashlee Evans-Smith,Raquel Pennington,Ashlee Evans-Smith,Ashlee Evans-Smith,Loss,R1,Submission,5,11,1,1,1,0,0,1
378,UFC 225 Whittaker vs Romero 2,2018-06-09 00:00:00,Live on Pay-Per-View,-3,3,2,0,-2,-4,-1,-30,-4,0.05,0.07,0.15,-0.23,-8,-3,-0.43,-2,-4,0,2,0,1,Chris De La Rocha,Rashad Coulter,Rashad Coulter,Chris De La Rocha,Rashad Coulter,Loss,R2,KO/TKO,30,40,0,3,0,2,0,5
915,UFC Fight Night Werdum vs Tybura,2017-11-18 00:00:00,Live on TSN 5,11,-2,4,0,-4,1,2,-48,-38,-0.07,-0.11,0.13,0,1,0,-0.43,0,0,0,2,0,1,Tai Tuivasa,Rashad Coulter,Rashad Coulter,Tai Tuivasa,Rashad Coulter,Loss,R1,KO/TKO,10,22,0,0,0,0,1,0
6052,UFC®,2012-01-28 00:00:00,Evans vs. Davis,5,24,8,-6,11,-4,42,229,129,-0.09,0.08,0.06,-0.15,38,22,0.02,-6,-8,1,1,1,0,Rashad Evans,Phil Davis,Rashad Evans,Phil Davis,Phil Davis,Loss,R5,Decision - Unanimous,62,51,3,2,0,0,6,0
377,UFC 225 Whittaker vs Romero 2,2018-06-09 00:00:00,Live on Pay-Per-View,9,-7,-5,-3,0,-1,-2,968,285,0.16,-0.19,0.03,0.23,111,49,0.27,-4,31,-1,2,0,1,Anthony Smith,Rashad Evans,Rashad Evans,Anthony Smith,Rashad Evans,Loss,R1,KO/TKO,1,6,0,0,0,0,0,0
5036,UFC 161 Live from Winnipeg,2013-06-15 00:00:00,Evans vs. Henderson,-9,24,8,-1,-12,1,3,576,147,0.11,0.03,-0.07,0.04,94,42,0.16,-4,26,-2,1,1,0,Rashad Evans,Dan Henderson,Rashad Evans,Dan Henderson,Rashad Evans,Win,R3,Decision - Split,39,40,0,0,0,0,0,0
8840,UFC® 63,2006-09-23 00:00:00,Hughes vs. Penn,-2,24,8,-1,8,75,42,1389,471,0.12,0.58,-0.15,-0.34,114,49,0.45,-7,28,1,1,1,0,Rashad Evans,Jason Lambert,Rashad Evans,Jason Lambert,Jason Lambert,Loss,R2,KO/TKO,25,6,8,0,0,3,6,0
1618,UFC 209 Woodley vs Thompson 2,2017-03-04 00:00:00,Live on Pay-Per-View,-2,11,4,-2,9,5,-1,733,264,0.01,-0.11,0.04,0.07,90,41,-0.05,-2,20,1,2,0,1,Daniel Kelly,Rashad Evans,Rashad Evans,Daniel Kelly,Rashad Evans,Loss,R3,Decision - Split,53,74,1,0,0,0,0,0
8026,UFC® 92,2008-12-27 00:00:00,THE ULTIMATE 2008,0,24,8,-5,9,75,42,-552,-182,0.02,-0.18,0.05,0.23,102,43,0.17,-8,21,-2,1,1,0,Rashad Evans,Forrest Griffin,Rashad Evans,Forrest Griffin,Forrest Griffin,Loss,R3,KO/TKO,49,50,1,0,0,0,1,0
8468,UFC® 78,2007-11-17 00:00:00,VALIDATION,0,-7,-1,-1,-5,0,-2,-2525,-953,-0.02,-0.23,0.19,0.23,65,27,0.11,-5,21,-1,1,1,0,Rashad Evans,Michael Bisping,Rashad Evans,Michael Bisping,Rashad Evans,Win,R3,Decision - Split,23,40,6,2,0,0,4,0
8167,UFC® 88,2008-09-06 00:00:00,BREAKTHROUGH,-9,24,8,0,-3,75,42,149,74,0.06,-0.17,0.19,0.08,119,48,-0.07,0,36,0,1,1,0,Rashad Evans,Chuck Liddell,Rashad Evans,Chuck Liddell,Chuck Liddell,Loss,R2,KO/TKO,13,10,0,0,0,0,0,0
8908,UFC® Fight Night™,2006-06-28 00:00:00,5,-2,24,8,-3,8,-5,42,480,155,0.11,0.15,-0.13,-0.02,84,36,0.14,-13,6,-2,1,1,0,Rashad Evans,Stephan Bonnar,Rashad Evans,Stephan Bonnar,Rashad Evans,Win,R3,Decision - Majority,17,12,7,0,0,2,2,0
2997,UFC Fight Night Teixeira vs. Saint Preux,2015-08-08 00:00:00,TSN 2,-3,11,3,4,-2,-3,0,47,67,-0.06,-0.48,0.21,0.34,42,19,0.01,9,39,1,1,1,0,Ray Borg,Geane Herrera,Ray Borg,Geane Herrera,Geane Herrera,Loss,R3,Decision - Unanimous,26,7,3,0,2,0,19,1
4151,UFC Fight Night Swanson vs. Stephens,2014-06-28 00:00:00,Sportsnet 360,-9,11,3,4,0,-6,36,243,127,0.04,-0.68,0.21,0.55,50,22,0.19,11,42,1,1,1,0,Ray Borg,Shane Howell,Ray Borg,Shane Howell,Shane Howell,Loss,R1,Submission,2,0,1,0,2,0,2,0
2616,UFC Fight Night Hendricks vs. Thompson,2016-02-06 00:00:00,Live on TSN 1,-1,0,-2,4,-2,-3,-3,-384,-210,-0.09,-0.39,0.21,0.27,14,-1,-0.44,8,10,2,2,0,1,Justin Scoggins,Ray Borg,Ray Borg,Justin Scoggins,Ray Borg,Loss,R3,Decision - Unanimous,20,57,1,4,0,0,0,6
3515,UFC Fight Night Henderson vs. Thatch,2015-02-14 00:00:00,TSN 5,-12,11,3,4,0,-5,-2,-8,10,-0.02,-0.27,-0.04,0.31,28,18,-0.15,10,34,1,1,1,0,Ray Borg,Chris Kelades,Ray Borg,Chris Kelades,Chris Kelades,Loss,R3,Submission,19,4,5,0,4,0,6,1
2373,UFC Fight Night Almeida vs. Garbrandt,2016-05-29 00:00:00,TSN 5,-1,8,-8,9,-10,-1,1,-340,-232,-0.01,0.1,0.13,-0.17,-23,-4,0.26,-1,12,-6,2,0,1,Jeremy Stephens,Renan Barao,Renan Barao,Jeremy Stephens,Renan Barao,Loss,R3,Decision - Unanimous,43,55,2,0,0,0,0,0
611,UFC Fight Night Emmett vs Stephens,2018-02-24 00:00:00,Live on CTV TWO,-1,17,-2,7,2,4,1,1838,619,0.04,0.02,0.13,0,37,19,0.06,7,18,0,2,0,1,Brian Kelleher,Renan Barao,Renan Barao,Brian Kelleher,Brian Kelleher,Win,R3,Decision - Unanimous,116,94,0,1,0,0,0,0
4265,UFC 173 Barao vs. Dillashaw,2014-05-24 00:00:00,Live on Pay-Per-View,-1,19,4,7,-10,3,1,-79,-150,-0.07,0.11,0.13,-0.19,-5,2,0.05,-3,-7,1,2,0,1,TJ Dillashaw,Renan Barao,Renan Barao,TJ Dillashaw,Renan Barao,Loss,R5,KO/TKO,64,140,0,0,0,2,0,2
6031,UFC® 143,2012-02-04 00:00:00,Diaz vs. Condit,-5,36,7,5,1,4,2,294,21,-0.06,0.19,-0.08,-0.16,-43,-20,0.31,-3,-8,-4,1,1,0,Renan Barao,Scott Jorgensen,Renan Barao,Scott Jorgensen,Scott Jorgensen,Loss,R3,Decision - Unanimous,104,73,0,0,0,0,1,0
90,UFC Fight Night Santos vs Anders,2018-09-22 00:00:00,Live on TSN 5,1,22,3,9,4,-6,39,2233,801,0.03,-0.16,0.13,0,50,22,0.51,9,21,1,2,0,1,Andre Ewell,Renan Barao,Renan Barao,Andre Ewell,Andre Ewell,Win,R3,Decision - Split,44,53,3,1,2,0,3,0
4847,UFC 165 Live on Pay-Per-View,2013-09-21 00:00:00,Jones vs. Gustafsson,-3,13,-6,9,-10,1,3,17,199,-0.12,-0.04,0.13,0,39,19,0.05,7,17,1,1,1,0,Renan Barao,Eddie Wineland,Renan Barao,Eddie Wineland,Eddie Wineland,Loss,R2,KO/TKO,28,11,0,0,0,0,0,0
4536,UFC 169 Live on Pay-Per-View,2014-02-01 00:00:00,Barao vs. Faber,-8,36,7,-12,2,3,2,35,-99,-0.06,0.22,-0.01,-0.26,-71,-15,0.31,-12,0,-6,1,1,0,Renan Barao,Urijah Faber,Renan Barao,Urijah Faber,Renan Barao,Title,R1,KO/TKO,17,8,0,0,0,0,0,0
2017,UFC Fight Night Cyborg vs Lansberg,2016-09-24 00:00:00,Live on TSN 5,-3,36,7,9,4,-2,0,1898,691,0.03,0.12,-0.14,0,30,17,0.46,5,20,-1,1,1,0,Renan Barao,Phillipe Nover,Renan Barao,Phillipe Nover,Renan Barao,Win,R3,Decision - Unanimous,64,39,3,0,0,0,0,0
3624,UFC Fight Night Machida vs. Dollaway,2014-12-20 00:00:00,Sportsnet 360,-3,24,3,3,4,5,3,1947,654,-0.04,0.23,-0.1,-0.19,28,17,0.23,1,17,0,1,1,0,Renan Barao,Mitch Gagnon,Renan Barao,Mitch Gagnon,Renan Barao,Win,R3,Submission,59,58,2,0,1,0,1,0
5291,UFC London Interim Bantamweight Title Fight,2013-02-16 00:00:00,Barao vs. McDonald,4,36,7,4,0,0,0,1835,631,0.02,-0.01,0.13,0,42,17,0.39,1,17,1,1,1,0,Renan Barao,Michael McDonald,Renan Barao,Michael McDonald,Renan Barao,Title,R4,Submission,36,26,4,0,1,0,4,0
544,UFC 223 Khabib vs Iaquinta,2018-04-07 00:00:00,Live on Pay-Per-View,-1,-7,-2,4,-4,0,2,319,179,0.14,0.05,0,0,5,4,0.02,2,9,0,1,1,0,Renato Moicano,Calvin Kattar,Renato Moicano,Calvin Kattar,Calvin Kattar,Loss,R3,Decision - Unanimous,116,41,0,0,0,0,0,0
